,age,gender,category,amount,fraud
571696,2,M,es_food,27.42,0
64203,1,F,es_transportation,52.96,0
244651,1,F,es_transportation,38.0,0
245180,1,M,es_transportation,32.18,0
275690,2,F,es_transportation,54.16,0
28067,2,F,es_transportation,43.4,0
343117,4,M,es_wellnessandbeauty,13.43,0
108832,4,F,es_barsandrestaurants,5.35,0
151569,2,M,es_transportation,34.68,0
354352,1,F,es_transportation,59.46,0
62366,5,F,es_transportation,46.48,0
460057,3,M,es_transportation,31.61,0
246649,4,M,es_transportation,11.78,0
554961,4,M,es_transportation,7.59,0
89901,3,F,es_fashion,66.35,0
13437,3,M,es_transportation,35.97,0
340506,3,F,es_transportation,68.69,0
379961,2,F,es_transportation,50.78,0
81335,2,F,es_transportation,8.34,0
366409,5,M,es_transportation,25.95,0
475840,3,F,es_transportation,10.72,0
147646,4,M,es_transportation,28.17,0
111015,3,F,es_transportation,38.16,0
66434,2,M,es_transportation,46.14,0
279275,2,M,es_transportation,21.37,0
193652,5,M,es_transportation,12.25,0
145048,2,F,es_transportation,29.42,0
259497,4,M,es_transportation,22.0,0
433330,4,F,es_food,60.73,0
287538,2,F,es_transportation,48.95,0
272329,2,F,es_transportation,40.51,0
309652,2,F,es_transportation,1.0997999999999999,0
222492,3,F,es_transportation,51.57,0
567659,3,F,es_transportation,22.83,0
576746,1,M,es_transportation,24.07,0
436093,3,M,es_transportation,61.61,0
588664,2,M,es_transportation,24.38,0
335576,5,M,es_transportation,63.99,0
102314,4,F,es_transportation,19.11,0
519139,2,F,es_transportation,24.08,0
217304,5,M,es_transportation,24.34,0
309924,5,F,es_tech,162.78,0
404558,4,M,es_transportation,15.89,0
311475,4,F,es_transportation,27.85,0
267258,4,M,es_transportation,39.39,0
36225,2,M,es_transportation,16.71,0
496309,5,M,es_transportation,18.06,0
264082,5,M,es_food,94.69,0
485835,2,F,es_hyper,5.03,0
114783,2,M,es_barsandrestaurants,35.56,0
535821,5,F,es_transportation,15.73,0
234052,3,F,es_transportation,30.71,0
175943,2,F,es_transportation,29.62,0
283163,3,F,es_transportation,48.88,0
591760,2,F,es_transportation,15.79,0
41586,6,M,es_transportation,22.67,0
452098,4,M,es_transportation,1.0997999999999999,0
65950,1,M,es_transportation,57.92,0
144606,2,F,es_transportation,19.4,0
169986,2,F,es_transportation,24.02,0
31471,1,F,es_transportation,15.58,0
76735,3,M,es_transportation,46.91,0
117007,2,F,es_transportation,34.32,0
32362,2,F,es_transportation,21.61,0
115424,4,M,es_transportation,47.12,0
88416,2,F,es_food,15.06,0
140272,1,M,es_transportation,29.59,0
337479,4,M,es_transportation,81.98,0
476241,3,M,es_transportation,10.59,0
546102,2,M,es_transportation,25.6,0
372692,4,F,es_transportation,14.33,0
313319,3,M,es_transportation,49.93,0
527497,1,F,es_transportation,60.67,0
374029,2,F,es_transportation,4.75,0
559757,2,M,es_transportation,20.86,0
411599,1,M,es_wellnessandbeauty,23.74,0
422639,1,F,es_transportation,43.42,0
152503,3,F,es_fashion,47.82,0
340910,5,M,es_transportation,26.1,0
263174,4,F,es_transportation,19.87,0
220264,3,F,es_transportation,13.1,0
311288,5,F,es_transportation,15.28,0
352950,2,M,es_food,32.47,0
238161,2,F,es_transportation,37.57,0
230874,2,F,es_transportation,20.22,0
254801,2,M,es_transportation,31.65,0
256842,2,M,es_transportation,15.92,0
201724,4,F,es_hyper,31.72,0
550844,2,F,es_transportation,60.53,0
174382,1,F,es_transportation,22.63,0
526652,1,M,es_transportation,2.23,0
143475,3,F,es_food,83.15,0
522793,3,F,es_transportation,20.47,0
547860,5,F,es_food,20.48,0
438437,2,M,es_transportation,41.95,0
347300,2,F,es_food,12.85,0
109314,4,M,es_transportation,10.23,0
185722,2,F,es_sportsandtoys,210.35,0
484880,3,M,es_transportation,31.92,0
38652,4,F,es_hyper,31.69,0
377101,4,F,es_transportation,16.51,0
10195,2,F,es_wellnessandbeauty,46.16,0
446947,4,F,es_transportation,15.34,0
542285,4,F,es_tech,11.12,0
341793,3,F,es_transportation,1.76,0
30421,3,F,es_transportation,7.49,0
131231,6,M,es_transportation,61.28,0
459514,2,F,es_transportation,19.02,0
172679,3,F,es_transportation,50.13,0
451199,3,F,es_transportation,58.95,0
266680,3,M,es_food,1.0997999999999999,0
366432,2,F,es_transportation,19.49,0
253846,1,F,es_transportation,35.84,0
552023,3,F,es_transportation,46.87,0
500727,2,M,es_transportation,11.94,0
508288,4,F,es_transportation,30.42,0
173617,6,M,es_transportation,37.16,0
558756,1,M,es_transportation,27.8,0
64507,2,U,es_transportation,51.32,0
323994,3,M,es_transportation,1.6,0
33103,1,F,es_transportation,17.57,0
113594,5,M,es_food,90.13,0
263535,5,M,es_transportation,19.21,0
71196,3,M,es_transportation,12.91,0
389380,2,F,es_transportation,35.64,0
552176,2,F,es_transportation,66.06,0
495787,1,M,es_transportation,58.04,0
392926,3,F,es_transportation,37.26,0
373314,3,F,es_transportation,30.6,0
342556,2,F,es_transportation,16.61,0
400863,4,F,es_transportation,34.22,0
282136,2,F,es_transportation,14.33,0
230664,4,F,es_transportation,60.3,0
518320,3,M,es_transportation,15.26,0
516516,3,F,es_transportation,16.04,0
470160,2,F,es_transportation,17.08,0
593074,3,F,es_transportation,1.0997999999999999,0
158264,4,M,es_health,179.31,0
249016,6,M,es_hyper,21.15,0
219384,3,F,es_transportation,18.02,0
88279,4,F,es_transportation,36.39,0
551108,3,M,es_transportation,12.49,0
159901,2,F,es_food,17.78,0
115577,2,M,es_transportation,57.34,0
290372,2,F,es_transportation,17.27,0
164904,3,M,es_transportation,10.14,0
481675,2,F,es_transportation,36.56,0
373426,2,F,es_transportation,34.17,0
278743,2,F,es_transportation,32.26,0
24148,3,F,es_transportation,54.95,0
491868,3,M,es_food,24.13,0
375755,2,F,es_barsandrestaurants,1.0997999999999999,0
158742,6,F,es_transportation,50.99,0
699,3,M,es_transportation,12.14,0
259022,4,M,es_transportation,8.95,0
390835,5,F,es_transportation,14.58,0
273519,2,F,es_transportation,38.23,0
11423,4,M,es_transportation,4.44,0
582899,5,F,es_transportation,45.2,0
424925,2,F,es_transportation,22.09,0
363332,2,F,es_transportation,44.16,0
579280,2,F,es_transportation,28.38,0
108276,2,M,es_transportation,10.09,0
47356,2,F,es_wellnessandbeauty,1.0997999999999999,0
50550,1,M,es_transportation,52.02,0
591548,4,M,es_transportation,4.25,0
278779,3,M,es_transportation,17.63,0
58326,5,M,es_transportation,1.0997999999999999,0
25392,3,F,es_transportation,6.91,0
51064,5,F,es_transportation,54.96,0
333260,2,F,es_transportation,29.58,0
472578,2,M,es_transportation,2.62,0
422757,4,M,es_transportation,49.48,0
545033,6,M,es_transportation,39.08,0
310839,3,M,es_transportation,1.14,0
475987,2,M,es_transportation,15.37,0
562659,1,U,es_transportation,15.67,0
583919,3,M,es_transportation,98.46,0
283847,2,F,es_transportation,30.45,0
136041,3,F,es_transportation,62.87,0
404358,4,F,es_transportation,11.91,0
38046,3,M,es_transportation,45.12,0
376733,4,F,es_transportation,20.07,0
284614,6,M,es_transportation,54.7,0
533070,3,M,es_transportation,2.47,0
333123,5,M,es_transportation,5.31,0
331219,4,F,es_transportation,22.87,0
164404,2,F,es_transportation,33.71,0
457726,2,M,es_transportation,27.39,0
192029,5,F,es_transportation,48.12,0
428306,3,M,es_transportation,8.89,0
244625,1,M,es_transportation,21.69,0
520566,3,M,es_transportation,26.99,0
238195,3,F,es_transportation,29.72,0
216113,2,F,es_transportation,33.92,0
542951,2,F,es_transportation,37.88,0
109153,6,M,es_transportation,20.88,0
34171,2,F,es_transportation,46.61,0
302539,2,M,es_food,5.99,0
221793,2,F,es_transportation,11.81,0
267692,3,F,es_transportation,19.39,0
516925,2,F,es_transportation,4.9,0
344073,2,F,es_transportation,40.37,0
556069,6,F,es_food,20.29,0
467493,2,F,es_transportation,39.95,0
104282,2,M,es_transportation,54.88,0
346653,3,F,es_transportation,22.9,0
235513,4,F,es_transportation,27.11,0
497726,4,F,es_transportation,53.78,0
472909,3,F,es_health,236.14739999999958,0
466362,5,F,es_transportation,40.2,0
542916,4,F,es_transportation,50.44,0
141861,4,F,es_transportation,20.87,0
229114,2,M,es_health,202.76,0
21281,3,F,es_transportation,36.67,0
218499,3,F,es_transportation,9.68,0
556571,1,M,es_transportation,7.28,0
299780,3,M,es_transportation,1.84,0
309451,5,F,es_transportation,12.57,0
61914,2,M,es_transportation,40.62,0
209226,3,F,es_health,96.04,0
139143,5,F,es_transportation,47.04,0
218299,3,M,es_transportation,14.97,0
537665,5,M,es_transportation,30.35,0
325817,5,M,es_transportation,2.64,0
521418,6,F,es_transportation,2.16,0
248487,3,M,es_transportation,20.55,0
432506,3,F,es_transportation,25.91,0
554580,4,M,es_transportation,24.98,0
2505,5,F,es_transportation,4.02,0
498779,1,M,es_transportation,47.77,0
55289,3,F,es_transportation,23.33,0
486002,2,F,es_transportation,27.47,0
315801,2,M,es_transportation,20.29,0
212139,2,M,es_transportation,32.54,0
577433,2,F,es_transportation,48.71,0
398236,6,M,es_transportation,42.66,0
241230,3,F,es_food,1.0997999999999999,0
422431,6,F,es_transportation,13.15,0
466244,3,M,es_transportation,2.71,0
511857,3,F,es_transportation,57.59,0
191311,3,F,es_transportation,13.54,0
365555,4,M,es_transportation,32.65,0
472288,1,F,es_transportation,39.46,0
351280,6,M,es_transportation,30.52,0
227157,3,F,es_transportation,31.47,0
72329,2,F,es_transportation,28.0,0
130646,3,F,es_transportation,9.18,0
107609,1,F,es_barsandrestaurants,44.59,0
278334,3,M,es_contents,32.12,0
210700,3,M,es_transportation,19.28,0
339971,4,F,es_wellnessandbeauty,14.79,0
545714,4,F,es_transportation,35.6,0
570040,3,M,es_transportation,18.21,0
296247,3,M,es_transportation,3.06,0
530171,2,M,es_transportation,23.11,0
273846,2,M,es_transportation,59.32,0
529456,4,M,es_transportation,29.7,0
53837,3,M,es_transportation,1.0997999999999999,0
347464,2,M,es_transportation,3.44,0
176378,4,F,es_transportation,13.0,0
461442,2,M,es_transportation,5.72,0
242507,5,M,es_transportation,37.11,0
238320,2,M,es_transportation,36.56,0
150631,1,F,es_transportation,19.08,0
563847,4,M,es_transportation,29.81,0
12744,3,F,es_transportation,21.18,0
398573,2,F,es_transportation,46.57,0
384120,1,F,es_transportation,22.34,0
326377,3,M,es_transportation,16.21,0
268733,4,M,es_transportation,46.65,0
341113,4,F,es_transportation,29.87,0
109344,4,F,es_transportation,7.9,0
468827,6,M,es_transportation,34.48,0
349675,5,M,es_transportation,8.8,0
49752,5,M,es_transportation,39.29,0
547915,2,F,es_transportation,74.37,0
186175,2,M,es_transportation,5.07,0
494107,4,F,es_transportation,24.2,0
127777,2,M,es_transportation,40.17,0
291605,6,F,es_transportation,69.23,0
151895,4,F,es_transportation,13.08,0
220984,4,M,es_transportation,44.15,0
535928,6,M,es_transportation,22.83,0
593968,3,M,es_transportation,7.97,0
261105,2,M,es_transportation,2.97,0
524242,1,F,es_transportation,3.61,0
89723,5,M,es_transportation,33.36,0
5167,2,F,es_transportation,45.0,0
396672,5,F,es_transportation,21.63,0
237976,2,F,es_food,5.82,0
146,3,F,es_transportation,39.96,0
86199,2,M,es_transportation,16.53,0
470621,2,F,es_transportation,2.19,0
550066,2,F,es_transportation,16.11,0
413863,2,M,es_contents,13.36,0
295016,2,M,es_transportation,1.17,0
98151,4,F,es_transportation,3.67,0
263161,3,M,es_hyper,71.1,0
586009,3,M,es_transportation,44.96,0
101674,3,M,es_food,19.13,0
488624,2,M,es_transportation,43.68,0
429012,3,F,es_transportation,10.41,0
83587,2,F,es_transportation,1.0997999999999999,0
213778,2,F,es_health,63.95,0
289005,5,F,es_transportation,6.72,0
191045,3,M,es_transportation,27.36,0
507000,5,M,es_transportation,22.79,0
267605,1,F,es_food,75.3,0
460587,2,F,es_transportation,52.26,0
438944,6,F,es_transportation,53.88,0
221592,2,M,es_transportation,49.52,0
364269,5,M,es_transportation,46.66,0
457538,4,M,es_health,4.09,0
249212,4,F,es_food,16.52,0
554113,2,F,es_transportation,2.12,0
247890,4,F,es_hyper,28.4,0
207451,2,F,es_transportation,23.66,0
84159,2,F,es_transportation,11.61,0
164515,6,F,es_home,152.0,0
323546,2,F,es_barsandrestaurants,24.25,0
497822,2,F,es_transportation,31.92,0
497170,2,M,es_transportation,1.37,0
450969,2,M,es_transportation,7.96,0
5398,3,M,es_transportation,4.72,0
573318,3,M,es_health,124.51,0
538465,3,F,es_transportation,18.95,0
142991,3,F,es_transportation,4.3,0
158616,4,F,es_transportation,48.66,0
340410,2,F,es_transportation,27.65,0
256876,5,F,es_transportation,42.6,0
260255,4,M,es_transportation,62.58,0
449269,1,F,es_transportation,35.11,0
162673,2,F,es_transportation,12.02,0
13446,4,M,es_transportation,55.01,0
133125,3,F,es_transportation,50.17,0
386792,6,M,es_transportation,1.0997999999999999,0
307002,4,M,es_transportation,49.22,0
133724,4,M,es_transportation,73.4,0
328094,2,M,es_food,22.76,0
124732,4,M,es_transportation,31.74,0
102578,2,F,es_transportation,40.73,0
591783,2,M,es_transportation,27.15,0
417301,4,F,es_transportation,30.07,0
219974,1,M,es_transportation,36.7,0
327616,0,F,es_food,33.14,0
329218,2,F,es_transportation,34.54,0
186355,1,F,es_transportation,10.18,0
77596,3,F,es_wellnessandbeauty,9.32,0
579492,1,M,es_transportation,27.21,0
385612,2,F,es_transportation,12.75,0
529572,4,M,es_food,26.97,0
512084,4,F,es_transportation,10.4,0
43264,5,F,es_transportation,1.0997999999999999,0
73591,3,F,es_transportation,41.14,0
568318,4,F,es_transportation,25.94,0
47335,5,F,es_transportation,55.61,0
80327,2,M,es_transportation,19.35,0
354899,5,F,es_transportation,54.04,0
449651,2,F,es_food,20.19,0
84546,6,M,es_transportation,20.98,0
5462,2,F,es_transportation,40.39,0
579165,3,M,es_food,60.95,0
411725,2,M,es_wellnessandbeauty,49.05,0
479320,3,M,es_transportation,33.16,0
223288,3,M,es_transportation,32.32,0
113257,1,F,es_transportation,17.65,0
565332,2,F,es_transportation,44.99,0
574691,5,F,es_health,41.32,0
514888,2,M,es_transportation,9.17,0
324198,1,M,es_transportation,31.36,0
157380,1,F,es_transportation,43.33,0
326690,4,M,es_food,60.73,0
462398,2,M,es_transportation,19.03,0
585221,3,F,es_food,50.69,0
358517,4,F,es_transportation,7.36,0
430421,5,M,es_transportation,65.33,0
25144,4,F,es_transportation,29.48,0
287130,1,F,es_transportation,19.01,0
486626,2,M,es_transportation,23.56,0
549629,1,F,es_transportation,42.89,0
284733,2,F,es_transportation,29.4,0
291301,4,F,es_food,54.52,0
79036,3,F,es_transportation,12.77,0
226270,5,F,es_transportation,34.19,0
541107,3,F,es_transportation,27.43,0
81263,4,M,es_transportation,30.49,0
427458,3,F,es_transportation,21.69,0
209127,4,M,es_fashion,103.52,0
84222,2,M,es_transportation,5.02,0
134275,2,F,es_food,38.18,0
280610,3,F,es_transportation,27.29,0
150038,3,F,es_transportation,46.52,0
266024,4,M,es_transportation,73.86,0
519078,4,F,es_transportation,6.14,0
13870,4,F,es_transportation,5.57,0
373776,6,M,es_transportation,29.25,0
489855,3,F,es_transportation,50.23,0
371197,3,M,es_transportation,41.02,0
180968,0,M,es_transportation,30.79,0
407501,4,F,es_transportation,14.4,0
78523,1,F,es_transportation,1.16,0
544181,1,F,es_transportation,62.95,0
562301,4,M,es_transportation,15.09,0
139456,4,M,es_transportation,31.1,0
38445,2,F,es_transportation,28.13,0
177028,5,M,es_transportation,8.92,0
158190,1,F,es_transportation,51.27,0
241039,3,F,es_transportation,31.56,0
547163,2,F,es_transportation,1.0997999999999999,0
280566,2,F,es_wellnessandbeauty,29.31,0
177236,6,F,es_barsandrestaurants,23.47,0
167344,2,M,es_transportation,14.66,0
579793,1,M,es_transportation,45.36,0
275497,2,F,es_transportation,47.25,0
879,1,M,es_transportation,4.54,0
511490,6,M,es_transportation,33.05,0
122205,3,F,es_transportation,51.06,0
44246,3,M,es_transportation,7.84,0
173973,4,F,es_transportation,35.25,0
559222,2,F,es_transportation,45.68,0
216292,3,F,es_transportation,7.38,0
187163,5,F,es_transportation,73.89,0
243853,3,F,es_transportation,2.45,0
343951,1,F,es_transportation,33.31,0
44278,2,F,es_food,3.87,0
149023,3,F,es_transportation,33.06,0
421561,3,F,es_transportation,46.63,0
563912,2,M,es_transportation,13.2,0
58947,2,M,es_transportation,8.05,0
36757,6,F,es_transportation,24.01,0
73980,3,F,es_transportation,27.12,0
357903,3,M,es_transportation,19.01,0
35316,4,F,es_transportation,13.95,0
107809,2,M,es_transportation,10.04,0
335845,3,F,es_barsandrestaurants,16.74,0
97103,3,F,es_transportation,32.48,0
261692,4,M,es_transportation,29.6,0
212894,1,M,es_transportation,14.19,0
147257,3,F,es_transportation,29.4,0
406095,3,M,es_food,9.09,0
17241,2,F,es_transportation,32.56,0
526815,2,F,es_transportation,11.66,0
265818,5,F,es_transportation,23.56,0
407920,3,M,es_transportation,26.6,0
378790,4,F,es_transportation,44.2,0
258821,2,M,es_transportation,18.99,0
360969,5,M,es_transportation,1.0997999999999999,0
194815,4,F,es_transportation,36.01,0
138889,2,M,es_transportation,42.14,0
103598,2,F,es_home,174.05,0
572650,6,M,es_transportation,64.32,0
12217,1,F,es_transportation,5.22,0
413340,2,F,es_transportation,22.78,0
181314,3,M,es_transportation,53.46,0
88176,3,M,es_transportation,41.61,0
192119,3,F,es_transportation,45.71,0
282613,3,F,es_transportation,32.95,0
122298,5,F,es_transportation,30.84,0
214087,4,F,es_transportation,44.35,0
109834,2,F,es_transportation,32.51,0
142105,1,F,es_transportation,34.0,0
462817,3,M,es_transportation,38.92,0
516641,4,M,es_transportation,19.4,0
410927,1,M,es_transportation,67.83,0
394840,1,F,es_transportation,32.29,0
173917,3,M,es_food,44.88,0
341533,3,F,es_transportation,2.01,0
168422,4,M,es_transportation,21.8,0
584734,4,M,es_transportation,58.18,0
139996,3,M,es_transportation,42.77,0
556371,4,F,es_transportation,6.71,0
521914,4,M,es_transportation,21.85,0
429712,2,M,es_transportation,16.28,0
78005,4,F,es_transportation,50.28,0
332929,4,M,es_transportation,35.86,0
364239,3,F,es_transportation,42.53,0
259254,2,F,es_transportation,38.94,0
519407,2,F,es_transportation,22.29,0
575724,4,M,es_barsandrestaurants,28.43,0
445247,4,F,es_transportation,21.65,0
327873,2,M,es_transportation,6.34,0
346555,2,F,es_transportation,5.36,0
477287,2,M,es_transportation,39.91,0
481047,2,F,es_transportation,26.9,0
10784,2,M,es_transportation,23.97,0
26539,1,F,es_transportation,69.94,0
142754,5,F,es_hyper,24.51,0
530390,5,F,es_transportation,6.35,0
211423,2,F,es_wellnessandbeauty,110.48,0
299458,3,M,es_transportation,17.91,0
343590,3,M,es_transportation,10.78,0
29551,1,F,es_transportation,5.66,0
502946,2,F,es_transportation,41.55,0
10077,2,F,es_transportation,54.56,0
23720,3,F,es_transportation,51.02,0
92434,2,F,es_transportation,5.16,0
20205,2,M,es_transportation,33.34,0
67820,3,M,es_transportation,26.83,0
81114,3,F,es_transportation,41.94,0
523863,2,F,es_transportation,7.53,0
133440,1,M,es_transportation,28.29,0
116631,3,M,es_health,101.19,0
82232,5,F,es_transportation,50.77,0
316611,3,F,es_barsandrestaurants,67.71,0
242501,2,F,es_food,21.04,0
527477,1,M,es_transportation,12.87,0
506184,3,M,es_transportation,21.94,0
423225,4,F,es_transportation,18.67,0
456460,0,F,es_transportation,56.64,0
31493,2,M,es_transportation,22.8,0
202744,2,M,es_transportation,40.39,0
444290,1,M,es_fashion,92.76,0
160515,3,F,es_transportation,45.25,0
113852,2,F,es_transportation,18.93,0
91888,3,F,es_transportation,32.7,0
308830,2,F,es_transportation,26.07,0
90112,4,F,es_transportation,21.25,0
562090,2,F,es_transportation,8.32,0
293929,3,F,es_transportation,1.59,0
190857,6,F,es_transportation,5.09,0
201168,3,M,es_transportation,16.06,0
335585,4,F,es_barsandrestaurants,40.6,0
304784,6,M,es_transportation,5.67,0
237217,4,M,es_transportation,47.45,0
272235,2,M,es_transportation,70.19,0
160266,3,M,es_transportation,8.69,0
136487,2,F,es_wellnessandbeauty,72.16,0
71005,2,M,es_tech,192.33,0
461532,5,F,es_transportation,10.59,0
334497,5,M,es_transportation,12.06,0
53429,1,M,es_transportation,2.24,0
347153,2,F,es_transportation,21.56,0
167370,3,M,es_transportation,10.31,0
498321,3,M,es_transportation,57.19,0
564508,2,M,es_transportation,22.64,0
402186,2,F,es_wellnessandbeauty,60.48,0
456310,2,M,es_transportation,10.29,0
368612,2,M,es_transportation,44.85,0
86239,2,M,es_transportation,6.95,0
335184,5,M,es_transportation,8.68,0
14976,2,F,es_transportation,34.27,0
252055,2,F,es_transportation,11.13,0
431623,3,F,es_transportation,25.54,0
242719,2,F,es_transportation,56.49,0
474323,5,F,es_health,129.09,0
267576,5,F,es_transportation,32.29,0
124846,4,M,es_transportation,9.41,0
174110,4,M,es_transportation,3.98,0
127229,4,F,es_food,49.02,0
409030,4,M,es_transportation,15.05,0
489485,5,F,es_transportation,15.36,0
397571,2,M,es_transportation,1.4,0
238507,3,M,es_transportation,45.16,0
593447,3,M,es_fashion,64.73,0
490907,3,M,es_transportation,16.51,0
580314,2,M,es_wellnessandbeauty,7.22,0
559172,1,F,es_transportation,4.81,0
472256,4,M,es_transportation,64.53,0
529471,4,F,es_transportation,36.86,0
511914,2,F,es_transportation,46.33,0
466818,4,M,es_transportation,17.26,0
162894,4,F,es_transportation,11.1,0
377135,3,F,es_fashion,7.62,0
562860,5,F,es_transportation,18.43,0
591024,3,F,es_health,35.55,0
460610,6,F,es_health,27.19,0
168049,2,M,es_transportation,12.78,0
541378,2,M,es_transportation,27.83,0
333616,5,F,es_transportation,3.8,0
157502,2,M,es_transportation,2.93,0
494758,3,F,es_food,33.05,0
80919,4,F,es_transportation,37.56,0
20052,3,F,es_transportation,48.1,0
94048,3,F,es_transportation,8.56,0
149800,2,F,es_transportation,6.18,0
454915,4,F,es_transportation,18.92,0
287743,5,F,es_transportation,2.2,0
192262,3,F,es_transportation,14.72,0
311848,2,F,es_transportation,23.49,0
301993,5,M,es_hyper,5.86,0
166434,3,M,es_transportation,53.58,0
302617,4,F,es_transportation,48.39,0
531277,2,M,es_transportation,28.53,0
373080,1,F,es_transportation,38.55,0
328038,2,M,es_food,29.07,0
217172,2,M,es_transportation,38.79,0
414018,4,F,es_transportation,17.78,0
503702,3,F,es_food,59.73,0
585069,4,M,es_transportation,13.0,0
157328,4,F,es_transportation,23.88,0
126423,1,F,es_wellnessandbeauty,77.57,0
283013,5,F,es_transportation,53.11,0
138726,5,M,es_transportation,6.25,0
152199,4,M,es_food,77.31,0
467937,5,F,es_transportation,14.45,0
368260,4,M,es_transportation,23.26,0
70801,1,F,es_transportation,29.2,0
357790,5,M,es_transportation,44.29,0
494891,4,M,es_transportation,13.05,0
589149,6,F,es_transportation,20.32,0
10001,2,M,es_transportation,48.9,0
151597,3,M,es_transportation,57.4,0
282213,2,M,es_transportation,58.23,0
564890,3,F,es_transportation,4.21,0
6769,5,F,es_wellnessandbeauty,124.73,0
303206,3,F,es_transportation,21.14,0
445276,4,M,es_transportation,24.4,0
229688,5,F,es_fashion,41.47,0
86155,1,M,es_transportation,15.99,0
543094,4,F,es_food,9.25,0
563713,5,M,es_tech,48.18,0
238578,2,F,es_transportation,49.28,0
372777,6,M,es_transportation,40.35,0
530756,2,F,es_transportation,31.32,0
52456,3,F,es_transportation,9.61,0
563107,4,M,es_transportation,7.2,0
62115,2,F,es_transportation,44.72,0
362784,4,F,es_transportation,3.2,0
383896,4,M,es_transportation,26.95,0
506588,3,M,es_transportation,57.98,0
487199,2,F,es_food,64.96,0
433449,5,F,es_transportation,40.32,0
561354,4,F,es_transportation,1.14,0
17251,4,M,es_transportation,8.31,0
407851,4,M,es_food,44.09,0
472961,5,F,es_transportation,22.24,0
10859,6,M,es_transportation,17.03,0
126558,2,F,es_transportation,67.07,0
229585,2,M,es_transportation,40.64,0
402709,2,F,es_transportation,26.39,0
544151,3,F,es_transportation,22.84,0
352034,4,M,es_transportation,20.9,0
206578,5,F,es_transportation,2.25,0
500008,2,M,es_food,15.03,0
101798,2,M,es_transportation,44.94,0
342365,3,F,es_transportation,8.42,0
588329,1,M,es_transportation,38.41,0
527180,2,M,es_transportation,28.34,0
44049,2,M,es_barsandrestaurants,27.01,0
517545,2,F,es_transportation,7.91,0
44523,6,M,es_transportation,28.02,0
455474,4,F,es_transportation,1.9,0
416642,3,F,es_transportation,8.48,0
97189,2,F,es_transportation,80.69,0
501880,4,M,es_transportation,14.61,0
300236,1,F,es_transportation,23.82,0
474762,2,F,es_transportation,36.15,0
34210,1,M,es_transportation,35.92,0
528132,2,M,es_transportation,25.23,0
272770,2,F,es_transportation,41.85,0
486774,4,M,es_transportation,5.91,0
122368,4,F,es_transportation,15.22,0
30365,3,M,es_transportation,27.11,0
65649,3,F,es_transportation,5.62,0
120967,5,F,es_transportation,8.14,0
251298,3,F,es_transportation,37.08,0
512801,4,M,es_transportation,6.13,0
385810,2,M,es_transportation,7.87,0
320340,1,F,es_food,94.19,0
576680,2,F,es_transportation,30.92,0
121175,5,F,es_transportation,14.32,0
416031,3,F,es_transportation,48.78,0
120689,1,F,es_transportation,22.64,0
343948,2,F,es_transportation,19.41,0
62172,2,M,es_transportation,36.75,0
300106,3,F,es_transportation,11.35,0
461227,4,F,es_transportation,11.93,0
34925,2,F,es_transportation,27.78,0
432825,1,M,es_food,64.78,0
429410,6,F,es_transportation,45.11,0
166016,2,M,es_transportation,49.84,0
97762,2,F,es_transportation,30.33,0
522048,1,M,es_transportation,32.08,0
7216,6,F,es_transportation,50.24,0
35567,5,M,es_fashion,116.3,0
22332,2,M,es_transportation,41.38,0
406516,3,F,es_transportation,46.48,0
207162,5,F,es_food,72.06,0
508067,3,F,es_transportation,50.99,0
82887,3,M,es_transportation,39.17,0
400435,5,M,es_transportation,26.6,0
35280,2,F,es_wellnessandbeauty,108.2,0
474851,4,F,es_transportation,43.76,0
307529,2,F,es_health,236.14739999999958,0
108477,3,F,es_transportation,11.33,0
144138,4,F,es_transportation,26.51,0
222280,4,M,es_transportation,5.07,0
382734,2,F,es_food,3.24,0
153163,1,F,es_transportation,41.39,0
66627,2,F,es_barsandrestaurants,27.44,0
400225,4,F,es_transportation,18.63,0
583653,3,M,es_transportation,23.52,0
159632,2,F,es_transportation,7.42,0
44509,4,M,es_transportation,2.66,0
420402,2,M,es_transportation,29.63,0
478430,2,F,es_transportation,4.33,0
55806,1,F,es_contents,4.78,0
278946,5,F,es_fashion,92.75,0
542087,4,M,es_transportation,33.45,0
231026,4,F,es_transportation,47.36,0
10407,4,M,es_transportation,81.91,0
443562,3,F,es_transportation,26.5,0
430140,3,F,es_food,2.72,0
469130,2,M,es_transportation,25.68,0
374286,2,F,es_transportation,57.75,0
16954,4,M,es_transportation,45.41,0
180376,3,F,es_home,78.45,0
593128,2,F,es_food,65.32,0
565698,4,F,es_transportation,54.06,0
249086,1,M,es_transportation,69.74,0
403346,6,M,es_transportation,14.59,0
188783,2,F,es_transportation,25.88,0
397903,3,M,es_transportation,11.0,0
208038,2,F,es_transportation,45.16,0
507476,2,M,es_transportation,13.84,0
344582,2,F,es_transportation,40.6,0
145739,3,F,es_transportation,7.53,0
3789,4,M,es_transportation,8.87,0
139361,2,F,es_fashion,17.33,0
92643,4,F,es_transportation,6.92,0
40675,3,M,es_transportation,38.55,0
258896,2,F,es_transportation,20.98,0
206401,3,M,es_transportation,8.04,0
63252,5,F,es_transportation,27.11,0
232221,2,F,es_health,75.29,0
485976,2,F,es_food,41.07,0
29841,2,M,es_transportation,17.84,0
369157,3,M,es_food,28.93,0
28363,3,M,es_transportation,42.31,0
563241,3,F,es_transportation,1.0997999999999999,0
