,age,amount,fraud,M,es_barsandrestaurants,es_contents,es_fashion,es_food,es_health,es_home,es_hotelservices,es_hyper,es_leisure,es_otherservices,es_sportsandtoys,es_tech,es_transportation,es_travel
3487,3,18.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3488,5,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3489,4,22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3490,2,6.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3491,1,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3492,4,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,5,47.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3494,4,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3495,3,124.46,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3496,3,25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3497,4,29.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3498,2,236.14739999999958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3499,4,223.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3500,3,3.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,4,56.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3502,4,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3503,4,22.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3504,1,20.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3505,3,30.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3506,2,32.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3507,3,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3508,2,13.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3509,2,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3510,2,67.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3511,4,41.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3512,2,26.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3513,1,12.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3514,2,19.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3515,3,86.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3516,2,33.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3517,3,55.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3518,5,45.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3519,2,20.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3520,2,55.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3521,3,18.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3522,4,7.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3523,3,10.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3524,1,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3525,0,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3526,1,48.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3527,3,28.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3528,4,3.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3529,2,52.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3530,2,29.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3531,2,15.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3532,4,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3533,2,161.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3534,3,38.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3535,3,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3536,3,11.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3537,3,22.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3538,5,32.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3539,1,41.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3540,4,43.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3541,5,34.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3542,3,14.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3543,3,26.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3544,2,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3545,4,30.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3546,3,58.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3547,4,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3548,2,46.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3549,3,38.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3550,3,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3551,3,42.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3552,4,33.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3553,2,6.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3554,1,38.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3555,2,52.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3556,3,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3557,4,39.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3558,2,171.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3559,5,20.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3560,5,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3561,3,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3562,2,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3563,4,37.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3564,4,38.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3565,3,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3566,1,24.77,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3567,3,45.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3568,3,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3569,4,10.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3570,2,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3571,2,18.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3572,3,38.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3573,4,33.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3574,3,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3575,5,46.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3576,3,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3577,3,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3578,1,50.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3579,5,40.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3580,5,58.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3581,4,30.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3582,1,4.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3583,3,58.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3584,2,4.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3585,2,87.05,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3586,4,119.89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3587,2,60.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,5,42.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,3,10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3590,2,1.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3591,4,51.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3592,2,24.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3593,2,19.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3594,5,27.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3595,4,27.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3596,2,25.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3597,1,26.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3598,2,71.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3599,1,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3600,3,78.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3601,2,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3602,4,28.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3603,2,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3604,2,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3605,1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3606,4,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3607,5,89.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3609,2,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3610,2,34.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3611,2,67.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3612,2,26.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3613,2,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3614,3,23.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3615,1,38.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3616,2,34.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3617,6,34.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3618,3,17.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3619,4,30.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3620,6,26.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3621,2,4.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3622,3,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3623,4,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3624,4,32.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3625,4,12.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3626,1,6.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3627,1,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3628,3,14.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3629,2,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,5,46.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3631,4,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3632,3,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3633,2,7.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3634,4,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3635,3,19.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3636,2,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3637,3,18.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3638,3,148.89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3639,2,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3640,4,25.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3641,2,37.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3642,1,63.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3643,2,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3644,2,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3645,6,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3646,3,77.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3647,2,45.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3648,3,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3649,5,41.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3650,4,61.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3651,3,2.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3652,2,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3653,2,37.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3654,3,12.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3655,6,40.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3656,3,2.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3657,4,60.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3658,1,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3659,4,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3660,3,19.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3661,1,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3662,4,32.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3663,5,38.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3664,4,34.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3665,1,18.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3666,5,58.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3667,5,103.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3668,1,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3669,2,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3670,6,30.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3671,2,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3672,6,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3673,3,24.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3674,4,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3675,3,33.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3676,3,51.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3677,4,4.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3678,3,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3679,0,164.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3680,2,40.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3681,4,25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3682,5,14.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3683,5,46.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3684,3,56.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3685,1,26.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3686,1,33.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3687,3,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3688,2,37.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3689,3,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3690,2,53.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3691,4,17.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3692,1,34.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,5,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,2,33.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3695,1,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3696,1,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3697,3,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3698,1,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3699,4,54.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3700,3,6.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3701,2,105.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,2,19.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3704,2,44.34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,3,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3706,2,40.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3707,3,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,3,5.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3709,3,21.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,3,27.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3711,5,30.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3712,2,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3713,1,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3714,1,12.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3715,5,27.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3716,4,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3717,1,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3718,3,4.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3719,1,35.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3720,1,29.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3721,6,25.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3722,2,31.98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3723,1,5.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3724,4,3.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3725,5,26.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3726,5,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3727,4,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3728,3,15.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3729,1,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3730,2,27.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3731,2,27.42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3732,1,52.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3733,1,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3734,1,32.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3735,2,54.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3736,2,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3737,4,13.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,4,5.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,2,34.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3740,1,59.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3741,5,46.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3742,3,31.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3743,4,11.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3744,4,7.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3745,3,66.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3746,3,35.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3747,3,68.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3748,2,50.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3749,2,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3750,5,25.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3751,3,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3752,4,28.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3753,3,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3754,2,46.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3755,2,21.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3756,5,12.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3757,2,29.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3758,4,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3759,4,60.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3760,2,48.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3761,2,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3762,2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3763,3,51.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3764,3,22.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3765,1,24.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3766,3,61.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3767,2,24.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3768,5,63.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3769,4,19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3770,2,24.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3771,5,24.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3772,5,162.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3773,4,15.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3774,4,27.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3775,4,39.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3776,2,16.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3777,5,18.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3778,5,94.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3779,2,5.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3780,2,35.56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,5,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3782,3,30.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3783,2,29.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3784,3,48.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3785,2,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3786,6,22.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3787,4,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3788,1,57.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3789,2,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3790,2,24.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3791,1,15.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3792,3,46.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3793,2,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3794,2,21.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3795,4,47.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3796,2,15.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3797,1,29.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3798,4,81.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3799,3,10.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3800,2,25.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3801,4,14.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3802,3,49.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3803,1,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3804,2,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3805,2,20.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3806,1,23.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,1,43.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3808,3,47.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3809,5,26.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3810,4,19.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3811,3,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3812,5,15.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3813,2,32.47,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3814,2,37.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3815,2,20.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3816,2,31.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3817,2,15.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3818,4,31.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3819,2,60.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3820,1,22.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3821,1,2.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3822,3,83.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3823,3,20.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3824,5,20.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3825,2,41.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
